year	quarter	region	method	class	proportion	size
2008	0	0	0	35	0.000395	749142
2008	0	0	0	36	0.00034	749142
2008	0	0	0	37	9.2e-05	749142
2008	0	0	0	38	8e-06	749142
2008	0	0	0	39	0	749142
2008	0	1	0	10	0	5175510
2008	0	1	0	11	0	5175510
2008	0	1	0	12	0	5175510
2008	0	1	0	13	0	5175510
2008	0	1	0	14	0	5175510
2008	0	1	0	15	0	5175510
2008	0	1	0	16	0.000798	5175510
2008	0	1	0	17	0.003589	5175510
2008	0	1	0	18	0.004291	5175510
2008	0	1	0	19	0.009261	5175510
2008	0	1	0	20	0.028798	5175510
2008	0	1	0	21	0.106369	5175510
2008	0	1	0	22	0.295494	5175510
2008	0	1	0	23	0.247414	5175510
2008	0	1	0	24	0.091875	5175510
2008	0	1	0	25	0.038016	5175510
2008	0	1	0	26	0.039337	5175510
2008	0	1	0	27	0.032995	5175510
2008	0	1	0	28	0.034744	5175510
2008	0	1	0	29	0.032284	5175510
2008	0	1	0	30	0.019161	5175510
2008	0	1	0	31	0.009372	5175510
2008	0	1	0	32	0.004269	5175510
2008	0	1	0	33	0.000407	5175510
2008	0	1	0	34	0.001011	5175510
2008	0	1	0	35	0.000179	5175510
2008	0	1	0	36	0.000319	5175510
2008	0	1	0	37	9e-06	5175510
2008	0	1	0	38	8e-06	5175510
2008	0	1	0	39	0	5175510
2008	0	2	1	10	0.000104	19150
2008	0	2	1	11	0.000104	19150
2008	0	2	1	12	0	19150
2008	0	2	1	13	0	19150
2008	0	2	1	14	0	19150
2008	0	2	1	15	0.003603	19150
2008	0	2	1	16	0.006423	19150
2008	0	2	1	17	0.008721	19150
2008	0	2	1	18	0.010862	19150
2008	0	2	1	19	0.011279	19150
2008	0	2	1	20	0.03953	19150
2008	0	2	1	21	0.060574	19150
2008	0	2	1	22	0.060783	19150
2008	0	2	1	23	0.062924	19150
2008	0	2	1	24	0.06047	19150
2008	0	2	1	25	0.072689	19150
2008	0	2	1	26	0.040261	19150
2008	0	2	1	27	0.022298	19150
2008	0	2	1	28	0.030078	19150
2008	0	2	1	29	0.023916	19150
2008	0	2	1	30	0.063185	19150
2008	0	2	1	31	0.063916	19150
2008	0	2	1	32	0.115979	19150
2008	0	2	1	33	0.105065	19150
2008	0	2	1	34	0.100522	19150
2008	0	2	1	35	0.032167	19150
2008	0	2	1	36	0.004439	19150
2008	0	2	1	37	0	19150
2008	0	2	1	38	0.000104	19150
2008	0	2	1	39	0	19150
2008	0	3	0	10	0	431
2008	0	3	0	11	0	431
2008	0	3	0	12	0	431
2008	0	3	0	13	0	431
2008	0	3	0	14	0	431
2008	0	3	0	15	0	431
2008	0	3	0	16	0	431
2008	0	3	0	17	0.00464	431
2008	0	3	0	18	0.00464	431
2008	0	3	0	19	0.009281	431
2008	0	3	0	20	0.030162	431
2008	0	3	0	21	0.111369	431
2008	0	3	0	22	0.345708	431
2008	0	3	0	23	0.283063	431
2008	0	3	0	24	0.092807	431
2008	0	3	0	25	0.030162	431
2008	0	3	0	26	0.030162	431
2008	0	3	0	27	0.013921	431
2008	0	3	0	28	0.011601	431
2008	0	3	0	29	0.011601	431
2008	0	3	0	30	0.009281	431
2008	0	3	0	31	0.006961	431
2008	0	3	0	32	0.00464	431
2008	0	3	0	33	0	431
2008	0	3	0	34	0	431
2008	0	3	0	35	0	431
2008	0	3	0	36	0	431
2008	0	3	0	37	0	431
2008	0	3	0	38	0	431
2008	0	3	0	39	0	431
2008	1	0	0	10	0	7853813
2008	1	0	0	11	0	7853813
2008	1	0	0	12	0	7853813
2008	1	0	0	13	0	7853813
2008	1	0	0	14	0	7853813
2008	1	0	0	15	1e-06	7853813
2008	1	0	0	16	0.000382	7853813
2008	1	0	0	17	0.000947	7853813
2008	1	0	0	18	0.001186	7853813
2008	1	0	0	19	0.003126	7853813
2008	1	0	0	20	0.00837	7853813
2008	1	0	0	21	0.033542	7853813
2008	1	0	0	22	0.036842	7853813
2008	1	0	0	23	0.166978	7853813
2008	1	0	0	24	0.30316	7853813
2008	1	0	0	25	0.207344	7853813
2008	1	0	0	26	0.096831	7853813
2008	1	0	0	27	0.061363	7853813
2008	1	0	0	28	0.035002	7853813
2008	1	0	0	29	0.02174	7853813
2008	1	0	0	30	0.010425	7853813
2008	1	0	0	31	0.004857	7853813
2008	1	0	0	32	0.002274	7853813
2008	1	0	0	33	0.000632	7853813
2008	1	0	0	34	0.000614	7853813
2008	1	0	0	35	0.001526	7853813
2008	1	0	0	36	0.001274	7853813
2008	1	0	0	37	0.00081	7853813
2008	1	0	0	38	0.000423	7853813
2008	1	0	0	39	0.000352	7853813
2008	1	1	0	10	0	6094403
2008	1	1	0	11	0	6094403
2008	1	1	0	12	0	6094403
2008	1	1	0	13	0	6094403
2008	1	1	0	14	0	6094403
2008	1	1	0	15	0.000355	6094403
2008	1	1	0	16	0.008821	6094403
2008	1	1	0	17	0.020552	6094403
2008	1	1	0	18	0.035796	6094403
2008	1	1	0	19	0.051779	6094403
2008	1	1	0	20	0.066359	6094403
2008	1	1	0	21	0.130751	6094403
2008	1	1	0	22	0.299544	6094403
2008	1	1	0	23	0.222645	6094403
2008	1	1	0	24	0.067878	6094403
2008	1	1	0	25	0.029012	6094403
2008	1	1	0	26	0.020959	6094403
2008	1	1	0	27	0.013483	6094403
2008	1	1	0	28	0.008992	6094403
2008	1	1	0	29	0.011207	6094403
2008	1	1	0	30	0.005829	6094403
2008	1	1	0	31	0.003525	6094403
2008	1	1	0	32	0.001751	6094403
2008	1	1	0	33	0.000337	6094403
2008	1	1	0	34	4.7e-05	6094403
2008	1	1	0	35	0.000164	6094403
2008	1	1	0	36	1.7e-05	6094403
2008	1	1	0	37	9.7e-05	6094403
2008	1	1	0	38	7e-06	6094403
2008	1	1	0	39	9.4e-05	6094403
2008	1	2	1	10	0.000328	18280
2008	1	2	1	11	0	18280
2008	1	2	1	12	0	18280
2008	1	2	1	13	0.000547	18280
2008	1	2	1	14	0.002681	18280
2008	1	2	1	15	0.036926	18280
2008	1	2	1	16	0.064825	18280
2008	1	2	1	17	0.041028	18280
2008	1	2	1	18	0.056947	18280
2008	1	2	1	19	0.058534	18280
2008	1	2	1	20	0.089114	18280
2008	1	2	1	21	0.087746	18280
2008	1	2	1	22	0.078611	18280
2008	1	2	1	23	0.106619	18280
2008	1	2	1	24	0.051641	18280
2008	1	2	1	25	0.035941	18280
2008	1	2	1	26	0.014606	18280
2008	1	2	1	27	0.007549	18280
2008	1	2	1	28	0.005744	18280
2008	1	2	1	29	0.00733	18280
2008	1	2	1	30	0.023578	18280
2008	1	2	1	31	0.026258	18280
2008	1	2	1	32	0.062418	18280
2008	1	2	1	33	0.0657	18280
2008	1	2	1	34	0.052024	18280
2008	1	2	1	35	0.021335	18280
2008	1	2	1	36	0.001915	18280
2008	1	2	1	37	0	18280
2008	1	2	1	38	0	18280
2008	1	2	1	39	5.5e-05	18280
2008	1	3	0	10	0	7201
2008	1	3	0	11	0	7201
2008	1	3	0	12	0	7201
2008	1	3	0	13	0	7201
2008	1	3	0	14	0	7201
2008	1	3	0	15	0.000417	7201
2008	1	3	0	16	0.007777	7201
2008	1	3	0	17	0.017914	7201
2008	1	3	0	18	0.030551	7201
2008	1	3	0	19	0.043605	7201
2008	1	3	0	20	0.058047	7201
2008	1	3	0	21	0.111651	7201
2008	1	3	0	22	0.216498	7201
2008	1	3	0	23	0.191501	7201
2008	1	3	0	24	0.135259	7201
2008	1	3	0	25	0.081794	7201
2008	1	3	0	26	0.041661	7201
2008	1	3	0	27	0.025691	7201
2008	1	3	0	28	0.016248	7201
2008	1	3	0	29	0.012637	7201
2008	1	3	0	30	0.004444	7201
2008	1	3	0	31	0.001944	7201
2008	1	3	0	32	0.001389	7201
2008	1	3	0	33	0.000278	7201
2008	1	3	0	34	0.000139	7201
2008	1	3	0	35	0.000278	7201
2008	1	3	0	36	0.000139	7201
2008	1	3	0	37	0	7201
2008	1	3	0	38	0	7201
2008	1	3	0	39	0.000139	7201
2008	2	0	0	10	0	57914
2008	2	0	0	11	0	57914
2008	2	0	0	12	0	57914
2008	2	0	0	13	0	57914
2008	2	0	0	14	0	57914
2008	2	0	0	15	0	57914
2008	2	0	0	16	0	57914
2008	2	0	0	17	0	57914
2008	2	0	0	18	0	57914
2008	2	0	0	19	0	57914
2008	2	0	0	20	0.038488	57914
2008	2	0	0	21	0.078064	57914
2008	2	0	0	22	0.059226	57914
2008	2	0	0	23	0.093294	57914
2008	2	0	0	24	0.239251	57914
2008	2	0	0	25	0.238198	57914
2008	2	0	0	26	0.082778	57914
2008	2	0	0	27	0.084418	57914
2008	2	0	0	28	0.017837	57914
2008	2	0	0	29	0.030183	57914
2008	2	0	0	30	0.020479	57914
2008	2	0	0	31	0	57914
2008	2	0	0	32	3.5e-05	57914
2008	2	0	0	33	0.008858	57914
2008	2	0	0	34	0	57914
2008	2	0	0	35	0	57914
2008	2	0	0	36	0.008892	57914
2008	2	0	0	37	0	57914
2008	2	0	0	38	0	57914
2008	2	0	0	39	0	57914
2008	2	1	0	10	0	22609582
2008	2	1	0	11	0	22609582
2008	2	1	0	12	0	22609582
2008	2	1	0	13	0	22609582
2008	2	1	0	14	0	22609582
2008	2	1	0	15	0.000349	22609582
2008	2	1	0	16	0.00617	22609582
2008	2	1	0	17	0.009267	22609582
2008	2	1	0	18	0.028619	22609582
2008	2	1	0	19	0.060436	22609582
2008	2	1	0	20	0.122389	22609582
2008	2	1	0	21	0.184839	22609582
2008	2	1	0	22	0.160402	22609582
2008	2	1	0	23	0.139234	22609582
2008	2	1	0	24	0.119561	22609582
2008	2	1	0	25	0.05844	22609582
2008	2	1	0	26	0.032504	22609582
2008	2	1	0	27	0.017096	22609582
2008	2	1	0	28	0.015799	22609582
2008	2	1	0	29	0.013876	22609582
2008	2	1	0	30	0.012357	22609582
2008	2	1	0	31	0.010287	22609582
2008	2	1	0	32	0.005099	22609582
2008	2	1	0	33	0.00208	22609582
2008	2	1	0	34	0.00057	22609582
2008	2	1	0	35	0.000212	22609582
2008	2	1	0	36	0.00019	22609582
2008	2	1	0	37	3.6e-05	22609582
2008	2	1	0	38	0.000186	22609582
2008	2	1	0	39	2e-06	22609582
2008	2	2	1	10	0.000427	18732
2008	2	2	1	11	0.000694	18732
2008	2	2	1	12	0.000747	18732
2008	2	2	1	13	0.002296	18732
2008	2	2	1	14	0.004591	18732
2008	2	2	1	15	0.02429	18732
2008	2	2	1	16	0.054452	18732
2008	2	2	1	17	0.037262	18732
2008	2	2	1	18	0.053812	18732
2008	2	2	1	19	0.053652	18732
2008	2	2	1	20	0.120596	18732
2008	2	2	1	21	0.123479	18732
2008	2	2	1	22	0.075913	18732
2008	2	2	1	23	0.097213	18732
2008	2	2	1	24	0.050929	18732
2008	2	2	1	25	0.051783	18732
2008	2	2	1	26	0.031924	18732
2008	2	2	1	27	0.025144	18732
2008	2	2	1	28	0.022688	18732
2008	2	2	1	29	0.017457	18732
2008	2	2	1	30	0.023863	18732
2008	2	2	1	31	0.025518	18732
2008	2	2	1	32	0.031497	18732
2008	2	2	1	33	0.032885	18732
2008	2	2	1	34	0.024504	18732
2008	2	2	1	35	0.011851	18732
2008	2	2	1	36	0.000427	18732
2008	2	2	1	37	0.000107	18732
2008	2	2	1	38	0	18732
2008	2	2	1	39	0	18732
2008	3	0	0	10	0	3030
2008	3	0	0	11	0	3030
2008	3	0	0	12	0	3030
2008	3	0	0	13	0	3030
2008	3	0	0	14	0	3030
2008	3	0	0	15	0.00033	3030
2008	3	0	0	16	0.00066	3030
2008	3	0	0	17	0.00165	3030
2008	3	0	0	18	0.00231	3030
2008	3	0	0	19	0.00132	3030
2008	3	0	0	20	0.015512	3030
2008	3	0	0	21	0.110231	3030
2008	3	0	0	22	0.326403	3030
2008	3	0	0	23	0.281188	3030
2008	3	0	0	24	0.132673	3030
2008	3	0	0	25	0.051485	3030
2008	3	0	0	26	0.021452	3030
2008	3	0	0	27	0.016172	3030
2008	3	0	0	28	0.011881	3030
2008	3	0	0	29	0.007921	3030
2008	3	0	0	30	0.010231	3030
2008	3	0	0	31	0.00495	3030
2008	3	0	0	32	0.00231	3030
2008	3	0	0	33	0.00099	3030
2008	3	0	0	34	0.00033	3030
2008	3	0	0	35	0	3030
2008	3	0	0	36	0	3030
2008	3	0	0	37	0	3030
2008	3	0	0	38	0	3030
2008	3	0	0	39	0	3030
2008	3	1	0	10	0	22333205
2008	3	1	0	11	0	22333205
2008	3	1	0	12	0	22333205
2008	3	1	0	13	3.3e-05	22333205
2008	3	1	0	14	0.000153	22333205
2008	3	1	0	15	0.000537	22333205
2008	3	1	0	16	0.002775	22333205
2008	3	1	0	17	0.00637	22333205
2008	3	1	0	18	0.027339	22333205
2008	3	1	0	19	0.047134	22333205
2008	3	1	0	20	0.064082	22333205
2008	3	1	0	21	0.136494	22333205
2008	3	1	0	22	0.229342	22333205
2008	3	1	0	23	0.183274	22333205
2008	3	1	0	24	0.124254	22333205
2008	3	1	0	25	0.067716	22333205
2008	3	1	0	26	0.037316	22333205
2008	3	1	0	27	0.02044	22333205
2008	3	1	0	28	0.013434	22333205
2008	3	1	0	29	0.009739	22333205
2008	3	1	0	30	0.00973	22333205
2008	3	1	0	31	0.010227	22333205
2008	3	1	0	32	0.006985	22333205
2008	3	1	0	33	0.002165	22333205
2008	3	1	0	34	0.00036	22333205
2008	3	1	0	35	7.3e-05	22333205
2008	3	1	0	36	9e-06	22333205
2008	3	1	0	37	1.8e-05	22333205
2008	3	1	0	38	0	22333205
2008	3	1	0	39	0	22333205
2008	3	2	1	10	0.001233	12977
2008	3	2	1	11	0.002004	12977
2008	3	2	1	12	0.003005	12977
2008	3	2	1	13	0.003391	12977
2008	3	2	1	14	0.006011	12977
2008	3	2	1	15	0.013562	12977
2008	3	2	1	16	0.023811	12977
2008	3	2	1	17	0.02674	12977
2008	3	2	1	18	0.035987	12977
2008	3	2	1	19	0.044617	12977
2008	3	2	1	20	0.056176	12977
2008	3	2	1	21	0.075826	12977
2008	3	2	1	22	0.057255	12977
2008	3	2	1	23	0.079448	12977
2008	3	2	1	24	0.067196	12977
2008	3	2	1	25	0.062187	12977
2008	3	2	1	26	0.048933	12977
2008	3	2	1	27	0.044617	12977
2008	3	2	1	28	0.050474	12977
2008	3	2	1	29	0.04192	12977
2008	3	2	1	30	0.050243	12977
2008	3	2	1	31	0.040996	12977
2008	3	2	1	32	0.048162	12977
2008	3	2	1	33	0.040071	12977
2008	3	2	1	34	0.042229	12977
2008	3	2	1	35	0.030207	12977
2008	3	2	1	36	0.003622	12977
2008	3	2	1	37	7.7e-05	12977
2008	3	2	1	38	0	12977
2008	3	2	1	39	0	12977
2008	3	3	0	10	0	28874
2008	3	3	0	11	0	28874
2008	3	3	0	12	0	28874
2008	3	3	0	13	6.9e-05	28874
2008	3	3	0	14	0.000242	28874
2008	3	3	0	15	0.000589	28874
2008	3	3	0	16	0.002909	28874
2008	3	3	0	17	0.007792	28874
2008	3	3	0	18	0.031308	28874
2008	3	3	0	19	0.052365	28874
2008	3	3	0	20	0.065388	28874
2008	3	3	0	21	0.126515	28874
2008	3	3	0	22	0.212475	28874
2008	3	3	0	23	0.179331	28874
2008	3	3	0	24	0.12274	28874
2008	3	3	0	25	0.072141	28874
2008	3	3	0	26	0.040556	28874
2008	3	3	0	27	0.023274	28874
2008	3	3	0	28	0.01555	28874
2008	3	3	0	29	0.011429	28874
2008	3	3	0	30	0.011048	28874
2008	3	3	0	31	0.011602	28874
2008	3	3	0	32	0.008762	28874
2008	3	3	0	33	0.003048	28874
2008	3	3	0	34	0.000693	28874
2008	3	3	0	35	0.000139	28874
2008	3	3	0	36	0	28874
2008	3	3	0	37	3.5e-05	28874
2008	3	3	0	38	0	28874
2008	3	3	0	39	0	28874
2009	0	0	0	10	0	7184789
2009	0	0	0	11	0	7184789
2009	0	0	0	12	0	7184789
2009	0	0	0	13	0	7184789
2009	0	0	0	14	0	7184789
2009	0	0	0	15	0.000168	7184789
2009	0	0	0	16	0.001248	7184789
2009	0	0	0	17	0.003704	7184789
2009	0	0	0	18	0.008174	7184789
2009	0	0	0	19	0.011771	7184789
2009	0	0	0	20	0.009214	7184789
2009	0	0	0	21	0.011253	7184789
2009	0	0	0	22	0.026465	7184789
2009	0	0	0	23	0.173166	7184789
2009	0	0	0	24	0.41944	7184789
2009	0	0	0	25	0.187831	7184789
2009	0	0	0	26	0.079666	7184789
2009	0	0	0	27	0.040565	7184789
2009	0	0	0	28	0.012343	7184789
2009	0	0	0	29	0.008735	7184789
2009	0	0	0	30	0.003294	7184789
2009	0	0	0	31	0.001839	7184789
2009	0	0	0	32	0.001112	7184789
2009	0	0	0	33	1.2e-05	7184789
2009	0	0	0	34	0	7184789
2009	0	0	0	35	0	7184789
2009	0	0	0	36	0	7184789
2009	0	0	0	37	0	7184789
2009	0	0	0	38	0	7184789
2009	0	0	0	39	0	7184789
2009	0	1	0	10	0	11874343
2009	0	1	0	11	0	11874343
2009	0	1	0	12	0	11874343
2009	0	1	0	13	6e-06	11874343
2009	0	1	0	14	0	11874343
2009	0	1	0	15	7.8e-05	11874343
2009	0	1	0	16	0.002056	11874343
2009	0	1	0	17	0.002569	11874343
2009	0	1	0	18	0.008976	11874343
2009	0	1	0	19	0.011103	11874343
2009	0	1	0	20	0.031251	11874343
2009	0	1	0	21	0.103468	11874343
2009	0	1	0	22	0.275123	11874343
2009	0	1	0	23	0.291468	11874343
2009	0	1	0	24	0.135463	11874343
2009	0	1	0	25	0.055138	11874343
2009	0	1	0	26	0.025683	11874343
2009	0	1	0	27	0.017366	11874343
2009	0	1	0	28	0.021417	11874343
2009	0	1	0	29	0.010631	11874343
2009	0	1	0	30	0.00323	11874343
2009	0	1	0	31	0.001296	11874343
2009	0	1	0	32	0.002455	11874343
2009	0	1	0	33	0.001224	11874343
2009	0	1	0	34	0	11874343
2009	0	1	0	35	0	11874343
2009	0	1	0	36	0	11874343
2009	0	1	0	37	0	11874343
2009	0	1	0	38	0	11874343
2009	0	1	0	39	0	11874343
2009	0	2	1	10	0.000104	9638
2009	0	2	1	11	0.000208	9638
2009	0	2	1	12	0.000208	9638
2009	0	2	1	13	0.000104	9638
2009	0	2	1	14	0.00166	9638
2009	0	2	1	15	0.018987	9638
2009	0	2	1	16	0.028637	9638
2009	0	2	1	17	0.028844	9638
2009	0	2	1	18	0.036315	9638
2009	0	2	1	19	0.031231	9638
2009	0	2	1	20	0.079892	9638
2009	0	2	1	21	0.102615	9638
2009	0	2	1	22	0.086014	9638
2009	0	2	1	23	0.144117	9638
2009	0	2	1	24	0.081656	9638
2009	0	2	1	25	0.075016	9638
2009	0	2	1	26	0.034032	9638
2009	0	2	1	27	0.017327	9638
2009	0	2	1	28	0.015356	9638
2009	0	2	1	29	0.008716	9638
2009	0	2	1	30	0.030193	9638
2009	0	2	1	31	0.0304	9638
2009	0	2	1	32	0.044926	9638
2009	0	2	1	33	0.050529	9638
2009	0	2	1	34	0.031438	9638
2009	0	2	1	35	0.017846	9638
2009	0	2	1	36	0.003424	9638
2009	0	2	1	37	0.000208	9638
2009	0	2	1	38	0	9638
2009	0	2	1	39	0	9638
2009	0	3	0	10	0	55473
2009	0	3	0	11	0	55473
2009	0	3	0	12	0	55473
2009	0	3	0	13	0	55473
2009	0	3	0	14	0	55473
2009	0	3	0	15	7.2e-05	55473
2009	0	3	0	16	0.001568	55473
2009	0	3	0	17	0.003047	55473
2009	0	3	0	18	0.009554	55473
2009	0	3	0	19	0.014205	55473
2009	0	3	0	20	0.033386	55473
2009	0	3	0	21	0.090513	55473
2009	0	3	0	22	0.219332	55473
2009	0	3	0	23	0.255764	55473
2009	0	3	0	24	0.18728	55473
2009	0	3	0	25	0.079732	55473
2009	0	3	0	26	0.037514	55473
2009	0	3	0	27	0.022984	55473
2009	0	3	0	28	0.024264	55473
2009	0	3	0	29	0.01233	55473
2009	0	3	0	30	0.003443	55473
2009	0	3	0	31	0.001532	55473
2009	0	3	0	32	0.002181	55473
2009	0	3	0	33	0.001298	55473
2009	0	3	0	34	0	55473
2009	0	3	0	35	0	55473
2009	0	3	0	36	0	55473
2009	0	3	0	37	0	55473
2009	0	3	0	38	0	55473
2009	0	3	0	39	0	55473
2009	1	0	0	10	0	6106956
2009	1	0	0	11	0	6106956
2009	1	0	0	12	0	6106956
2009	1	0	0	13	0	6106956
2009	1	0	0	14	0	6106956
2009	1	0	0	15	0.000111	6106956
2009	1	0	0	16	0.002967	6106956
2009	1	0	0	17	0.003166	6106956
2009	1	0	0	18	0.013001	6106956
2009	1	0	0	19	0.031052	6106956
2009	1	0	0	20	0.05822	6106956
2009	1	0	0	21	0.083599	6106956
2009	1	0	0	22	0.074424	6106956
2009	1	0	0	23	0.123599	6106956
2009	1	0	0	24	0.238068	6106956
2009	1	0	0	25	0.179412	6106956
2009	1	0	0	26	0.101131	6106956
2009	1	0	0	27	0.051912	6106956
2009	1	0	0	28	0.020536	6106956
2009	1	0	0	29	0.00554	6106956
2009	1	0	0	30	0.005843	6106956
2009	1	0	0	31	0.004229	6106956
2009	1	0	0	32	0.002505	6106956
2009	1	0	0	33	0.000685	6106956
2009	1	0	0	34	0	6106956
2009	1	0	0	35	0	6106956
2009	1	0	0	36	0	6106956
2009	1	0	0	37	0	6106956
2009	1	0	0	38	0	6106956
2009	1	0	0	39	0	6106956
2009	1	1	0	10	0	2792759
2009	1	1	0	11	0	2792759
2009	1	1	0	12	0	2792759
2009	1	1	0	13	0	2792759
2009	1	1	0	14	0	2792759
2009	1	1	0	15	0.000802	2792759
2009	1	1	0	16	0.006652	2792759
2009	1	1	0	17	0.009376	2792759
2009	1	1	0	18	0.028934	2792759
2009	1	1	0	19	0.05579	2792759
2009	1	1	0	20	0.079566	2792759
2009	1	1	0	21	0.095042	2792759
2009	1	1	0	22	0.098526	2792759
2009	1	1	0	23	0.147573	2792759
2009	1	1	0	24	0.205473	2792759
2009	1	1	0	25	0.119758	2792759
2009	1	1	0	26	0.054928	2792759
2009	1	1	0	27	0.036608	2792759
2009	1	1	0	28	0.023557	2792759
2009	1	1	0	29	0.013679	2792759
2009	1	1	0	30	0.013626	2792759
2009	1	1	0	31	0.004511	2792759
2009	1	1	0	32	0.004454	2792759
2009	1	1	0	33	0.000729	2792759
2009	1	1	0	34	0.000418	2792759
2009	1	1	0	35	0	2792759
2009	1	1	0	36	0	2792759
2009	1	1	0	37	0	2792759
2009	1	1	0	38	0	2792759
2009	1	1	0	39	0	2792759
2009	1	2	1	10	0.000187	10700
2009	1	2	1	11	9.3e-05	10700
2009	1	2	1	12	0	10700
2009	1	2	1	13	0.000187	10700
2009	1	2	1	14	0.002523	10700
2009	1	2	1	15	0.020374	10700
2009	1	2	1	16	0.024486	10700
2009	1	2	1	17	0.02514	10700
2009	1	2	1	18	0.037757	10700
2009	1	2	1	19	0.033084	10700
2009	1	2	1	20	0.094953	10700
2009	1	2	1	21	0.097477	10700
2009	1	2	1	22	0.079346	10700
2009	1	2	1	23	0.192617	10700
2009	1	2	1	24	0.08	10700
2009	1	2	1	25	0.071869	10700
2009	1	2	1	26	0.034112	10700
2009	1	2	1	27	0.015327	10700
2009	1	2	1	28	0.014299	10700
2009	1	2	1	29	0.009626	10700
2009	1	2	1	30	0.020841	10700
2009	1	2	1	31	0.027103	10700
2009	1	2	1	32	0.041215	10700
2009	1	2	1	33	0.035514	10700
2009	1	2	1	34	0.022617	10700
2009	1	2	1	35	0.016168	10700
2009	1	2	1	36	0.002804	10700
2009	1	2	1	37	0	10700
2009	1	2	1	38	9.3e-05	10700
2009	1	2	1	39	0.000187	10700
2009	1	3	0	10	0	773638
2009	1	3	0	11	0	773638
2009	1	3	0	12	0	773638
2009	1	3	0	13	0	773638
2009	1	3	0	14	0	773638
2009	1	3	0	15	0.001002	773638
2009	1	3	0	16	0.017248	773638
2009	1	3	0	17	0.027615	773638
2009	1	3	0	18	0.063032	773638
2009	1	3	0	19	0.136819	773638
2009	1	3	0	20	0.155535	773638
2009	1	3	0	21	0.098749	773638
2009	1	3	0	22	0.129029	773638
2009	1	3	0	23	0.206554	773638
2009	1	3	0	24	0.104431	773638
2009	1	3	0	25	0.032078	773638
2009	1	3	0	26	0.010973	773638
2009	1	3	0	27	0.009482	773638
2009	1	3	0	28	0.00257	773638
2009	1	3	0	29	0.000459	773638
2009	1	3	0	30	0.000752	773638
2009	1	3	0	31	0.000768	773638
2009	1	3	0	32	0.000384	773638
2009	1	3	0	33	0.002519	773638
2009	1	3	0	34	0	773638
2009	1	3	0	35	0	773638
2009	1	3	0	36	0	773638
2009	1	3	0	37	0	773638
2009	1	3	0	38	0	773638
2009	1	3	0	39	0	773638
2009	2	1	0	10	0	19571793
2009	2	1	0	11	0	19571793
2009	2	1	0	12	0	19571793
2009	2	1	0	13	0	19571793
2009	2	1	0	14	4.4e-05	19571793
2009	2	1	0	15	0.000289	19571793
2009	2	1	0	16	0.001772	19571793
2009	2	1	0	17	0.002838	19571793
2009	2	1	0	18	0.008654	19571793
2009	2	1	0	19	0.015785	19571793
2009	2	1	0	20	0.038049	19571793
2009	2	1	0	21	0.091094	19571793
2009	2	1	0	22	0.120192	19571793
2009	2	1	0	23	0.117301	19571793
2009	2	1	0	24	0.120222	19571793
2009	2	1	0	25	0.118086	19571793
2009	2	1	0	26	0.113846	19571793
2009	2	1	0	27	0.084011	19571793
2009	2	1	0	28	0.059585	19571793
2009	2	1	0	29	0.043142	19571793
2009	2	1	0	30	0.034058	19571793
2009	2	1	0	31	0.02122	19571793
2009	2	1	0	32	0.006433	19571793
2009	2	1	0	33	0.001793	19571793
2009	2	1	0	34	0.001228	19571793
2009	2	1	0	35	0.000338	19571793
2009	2	1	0	36	1.8e-05	19571793
2009	2	1	0	37	0	19571793
2009	2	1	0	38	0	19571793
2009	2	1	0	39	0	19571793
2009	2	2	1	10	0.000134	14954
2009	2	2	1	11	0.000134	14954
2009	2	2	1	12	6.7e-05	14954
2009	2	2	1	13	0.000201	14954
2009	2	2	1	14	0.001204	14954
2009	2	2	1	15	0.01645	14954
2009	2	2	1	16	0.032165	14954
2009	2	2	1	17	0.032165	14954
2009	2	2	1	18	0.036913	14954
2009	2	2	1	19	0.036579	14954
2009	2	2	1	20	0.089207	14954
2009	2	2	1	21	0.110271	14954
2009	2	2	1	22	0.112411	14954
2009	2	2	1	23	0.152936	14954
2009	2	2	1	24	0.068343	14954
2009	2	2	1	25	0.04895	14954
2009	2	2	1	26	0.017454	14954
2009	2	2	1	27	0.014779	14954
2009	2	2	1	28	0.01518	14954
2009	2	2	1	29	0.010432	14954
2009	2	2	1	30	0.020663	14954
2009	2	2	1	31	0.037582	14954
2009	2	2	1	32	0.045673	14954
2009	2	2	1	33	0.033436	14954
2009	2	2	1	34	0.040992	14954
2009	2	2	1	35	0.024676	14954
2009	2	2	1	36	0.000936	14954
2009	2	2	1	37	0	14954
2009	2	2	1	38	6.7e-05	14954
2009	2	2	1	39	0	14954
2009	2	3	0	10	0	5071
2009	2	3	0	11	0	5071
2009	2	3	0	12	0	5071
2009	2	3	0	13	0	5071
2009	2	3	0	14	0.000197	5071
2009	2	3	0	15	0.00848	5071
2009	2	3	0	16	0.026228	5071
2009	2	3	0	17	0.059554	5071
2009	2	3	0	18	0.102149	5071
2009	2	3	0	19	0.112798	5071
2009	2	3	0	20	0.139815	5071
2009	2	3	0	21	0.153421	5071
2009	2	3	0	22	0.1479	5071
2009	2	3	0	23	0.102347	5071
2009	2	3	0	24	0.071584	5071
2009	2	3	0	25	0.046539	5071
2009	2	3	0	26	0.014001	5071
2009	2	3	0	27	0.005522	5071
2009	2	3	0	28	0.006508	5071
2009	2	3	0	29	0.000789	5071
2009	2	3	0	30	0.000394	5071
