name	label	value
catches	2009-1-1-4	0	
catches	2009-1-2-0	10522	
catches	2009-1-2-1	607	
catches	2009-1-2-2	17356	
catches	2009-1-2-3	7729	
catches	2009-1-2-4	2756	
catches	2009-2-0-0	53473	
catches	2009-2-0-1	1615	
catches	2009-2-0-2	12283	
catches	2009-2-0-3	2592	
catches	2009-2-0-4	12	
catches	2009-2-1-0	0	
catches	2009-2-1-1	14034	
catches	2009-2-1-2	0	
catches	2009-2-1-3	231	
catches	2009-2-1-4	0	
catches	2009-2-2-0	7540	
catches	2009-2-2-1	607	
catches	2009-2-2-2	17356	
catches	2009-2-2-3	7729	
catches	2009-2-2-4	2754	
catches	2009-3-0-0	34154	
catches	2009-3-0-1	3501	
catches	2009-3-0-2	12284	
catches	2009-3-0-3	2605	
catches	2009-3-0-4	25	
catches	2009-3-1-0	0	
catches	2009-3-1-1	21266	
catches	2009-3-1-2	0	
catches	2009-3-1-3	235	
catches	2009-3-1-4	122	
catches	2009-3-2-0	8767	
catches	2009-3-2-1	607	
catches	2009-3-2-2	17356	
catches	2009-3-2-3	7729	
catches	2009-3-2-4	3012	
recruits_deviation	2010	0	
catches	2010-0-0-0	42874	
catches	2010-0-0-1	4086	
catches	2010-0-0-2	6547	
catches	2010-0-0-3	2792	
catches	2010-0-0-4	12	
catches	2010-0-1-0	0	
catches	2010-0-1-1	20576	
catches	2010-0-1-2	0	
catches	2010-0-1-3	340	
catches	2010-0-1-4	0	
catches	2010-0-2-0	8675	
catches	2010-0-2-1	633	
catches	2010-0-2-2	18432	
catches	2010-0-2-3	8200	
catches	2010-0-2-4	3040	
catches	2010-1-0-0	26950	
catches	2010-1-0-1	868	
catches	2010-1-0-2	6524	
catches	2010-1-0-3	2809	
catches	2010-1-0-4	23	
catches	2010-1-1-0	0	
catches	2010-1-1-1	16048	
catches	2010-1-1-2	0	
catches	2010-1-1-3	815	
catches	2010-1-1-4	0	
catches	2010-1-2-0	8700	
catches	2010-1-2-1	633	
catches	2010-1-2-2	18432	
catches	2010-1-2-3	8200	
catches	2010-1-2-4	3081	
catches	2010-2-0-0	45474	
catches	2010-2-0-1	993	
catches	2010-2-0-2	6515	
catches	2010-2-0-3	2796	
catches	2010-2-0-4	11	
catches	2010-2-1-0	0	
catches	2010-2-1-1	16032	
catches	2010-2-1-2	0	
catches	2010-2-1-3	430	
catches	2010-2-1-4	0	
catches	2010-2-2-0	7541	
catches	2010-2-2-1	633	
catches	2010-2-2-2	18432	
catches	2010-2-2-3	8200	
catches	2010-2-2-4	2925	
catches	2010-3-0-0	34161	
catches	2010-3-0-1	2906	
catches	2010-3-0-2	6522	
catches	2010-3-0-3	2812	
catches	2010-3-0-4	19	
catches	2010-3-1-0	0	
catches	2010-3-1-1	18929	
catches	2010-3-1-2	0	
catches	2010-3-1-3	552	
catches	2010-3-1-4	0	
catches	2010-3-2-0	8656	
catches	2010-3-2-1	633	
catches	2010-3-2-2	18432	
catches	2010-3-2-3	8200	
catches	2010-3-2-4	2896	
recruits_deviation	2011	0	
catches	2011-0-0-0	40809	
catches	2011-0-0-1	4683	
catches	2011-0-0-2	5476	
catches	2011-0-0-3	2674	
catches	2011-0-0-4	23	
catches	2011-0-1-0	0	
catches	2011-0-1-1	17518	
catches	2011-0-1-2	0	
catches	2011-0-1-3	3610	
catches	2011-0-1-4	0	
catches	2011-0-2-0	8595	
catches	2011-0-2-1	2023	
catches	2011-0-2-2	17082	
catches	2011-0-2-3	8369	
catches	2011-0-2-4	3195	
catches	2011-1-0-0	24859	
catches	2011-1-0-1	1599	
catches	2011-1-0-2	5469	
catches	2011-1-0-3	2685	
catches	2011-1-0-4	26	
catches	2011-1-1-0	0	
catches	2011-1-1-1	10847	
catches	2011-1-1-2	0	
catches	2011-1-1-3	479	
catches	2011-1-1-4	0	
catches	2011-1-2-0	8102	
catches	2011-1-2-1	2023	
catches	2011-1-2-2	17082	
catches	2011-1-2-3	8369	
catches	2011-1-2-4	3060	
catches	2011-2-0-0	28294	
catches	2011-2-0-1	391	
catches	2011-2-0-2	5467	
catches	2011-2-0-3	2677	
catches	2011-2-0-4	8	
catches	2011-2-1-0	0	
catches	2011-2-1-1	10412	
catches	2011-2-1-2	0	
catches	2011-2-1-3	372	
catches	2011-2-1-4	0	
catches	2011-2-2-0	8326	
catches	2011-2-2-1	2023	
catches	2011-2-2-2	17082	
catches	2011-2-2-3	8369	
catches	2011-2-2-4	2919	
catches	2011-3-0-0	36588	
catches	2011-3-0-1	1630	
catches	2011-3-0-2	5469	
catches	2011-3-0-3	2687	
catches	2011-3-0-4	20	
catches	2011-3-1-0	0	
catches	2011-3-1-1	13712	
catches	2011-3-1-2	0	
catches	2011-3-1-3	722	
catches	2011-3-1-4	0	
catches	2011-3-2-0	8306	
catches	2011-3-2-1	2023	
catches	2011-3-2-2	17082	
catches	2011-3-2-3	8369	
catches	2011-3-2-4	2929	
recruits_deviation	2012	0	
catches	2012-0-0-0	30901	
catches	2012-0-0-1	2096	
catches	2012-0-0-2	7811	
catches	2012-0-0-3	3053	
catches	2012-0-0-4	44	
catches	2012-0-1-0	0	
catches	2012-0-1-1	8469	
catches	2012-0-1-2	0	
catches	2012-0-1-3	304	
catches	2012-0-1-4	0	
catches	2012-0-2-0	5796	
catches	2012-0-2-1	1553	
catches	2012-0-2-2	15192	
catches	2012-0-2-3	6102	
catches	2012-0-2-4	2630	
catches	2012-1-0-0	12662	
catches	2012-1-0-1	1766	
catches	2012-1-0-2	7804	
catches	2012-1-0-3	3064	
catches	2012-1-0-4	21	
catches	2012-1-1-0	0	
catches	2012-1-1-1	12360	
catches	2012-1-1-2	0	
catches	2012-1-1-3	429	
catches	2012-1-1-4	0	
catches	2012-1-2-0	5710	
catches	2012-1-2-1	1553	
catches	2012-1-2-2	15192	
catches	2012-1-2-3	6102	
catches	2012-1-2-4	2339	
catches	2012-2-0-0	20820	
catches	2012-2-0-1	1106	
catches	2012-2-0-2	7802	
catches	2012-2-0-3	3056	
catches	2012-2-0-4	9	
catches	2012-2-1-0	0	
catches	2012-2-1-1	9713	
catches	2012-2-1-2	0	
catches	2012-2-1-3	502	
catches	2012-2-1-4	0	
catches	2012-2-2-0	6293	
catches	2012-2-2-1	1553	
catches	2012-2-2-2	15192	
catches	2012-2-2-3	6102	
catches	2012-2-2-4	2234	
catches	2012-3-0-0	18035	
catches	2012-3-0-1	5261	
catches	2012-3-0-2	7804	
catches	2012-3-0-3	3066	
catches	2012-3-0-4	18	
catches	2012-3-1-0	0	
catches	2012-3-1-1	20592	
catches	2012-3-1-2	0	
catches	2012-3-1-3	1022	
catches	2012-3-1-4	0	
catches	2012-3-2-0	6344	
catches	2012-3-2-1	1553	
catches	2012-3-2-2	15192	
catches	2012-3-2-3	6102	
catches	2012-3-2-4	2221	
