name	label	value
catches	1979-2-1-3	57	
catches	1979-2-1-4	0	
catches	1979-2-2-0	1422	
catches	1979-2-2-1	996	
catches	1979-2-2-2	1508	
catches	1979-2-2-3	1407	
catches	1979-2-2-4	314	
catches	1979-3-0-0	10	
catches	1979-3-0-1	759	
catches	1979-3-0-2	997	
catches	1979-3-0-3	529	
catches	1979-3-0-4	0	
catches	1979-3-1-0	0	
catches	1979-3-1-1	4822	
catches	1979-3-1-2	0	
catches	1979-3-1-3	101	
catches	1979-3-1-4	0	
catches	1979-3-2-0	1383	
catches	1979-3-2-1	996	
catches	1979-3-2-2	722	
catches	1979-3-2-3	1380	
catches	1979-3-2-4	312	
catches	1980-0-0-0	282	
catches	1980-0-0-1	299	
catches	1980-0-0-2	464	
catches	1980-0-0-3	711	
catches	1980-0-0-4	0	
catches	1980-0-1-0	0	
catches	1980-0-1-1	6458	
catches	1980-0-1-2	0	
catches	1980-0-1-3	197	
catches	1980-0-1-4	0	
catches	1980-0-2-0	1515	
catches	1980-0-2-1	1131	
catches	1980-0-2-2	1611	
catches	1980-0-2-3	1660	
catches	1980-0-2-4	355	
catches	1980-1-0-0	227	
catches	1980-1-0-1	87	
catches	1980-1-0-2	632	
catches	1980-1-0-3	667	
catches	1980-1-0-4	6	
catches	1980-1-1-0	0	
catches	1980-1-1-1	4251	
catches	1980-1-1-2	0	
catches	1980-1-1-3	114	
catches	1980-1-1-4	0	
catches	1980-1-2-0	883	
catches	1980-1-2-1	1131	
catches	1980-1-2-2	1903	
catches	1980-1-2-3	1654	
catches	1980-1-2-4	356	
catches	1980-2-0-0	248	
catches	1980-2-0-1	36	
catches	1980-2-0-2	270	
catches	1980-2-0-3	716	
catches	1980-2-0-4	0	
catches	1980-2-1-0	0	
catches	1980-2-1-1	4885	
catches	1980-2-1-2	0	
catches	1980-2-1-3	42	
catches	1980-2-1-4	0	
catches	1980-2-2-0	1551	
catches	1980-2-2-1	1131	
catches	1980-2-2-2	3088	
catches	1980-2-2-3	1580	
catches	1980-2-2-4	354	
catches	1980-3-0-0	243	
catches	1980-3-0-1	402	
catches	1980-3-0-2	478	
catches	1980-3-0-3	583	
catches	1980-3-0-4	0	
catches	1980-3-1-0	0	
catches	1980-3-1-1	6577	
catches	1980-3-1-2	0	
catches	1980-3-1-3	125	
catches	1980-3-1-4	0	
catches	1980-3-2-0	1386	
catches	1980-3-2-1	1131	
catches	1980-3-2-2	2215	
catches	1980-3-2-3	1550	
catches	1980-3-2-4	356	
catches	1981-0-0-0	635	
catches	1981-0-0-1	409	
catches	1981-0-0-2	715	
catches	1981-0-0-3	775	
catches	1981-0-0-4	2	
catches	1981-0-1-0	0	
catches	1981-0-1-1	6197	
catches	1981-0-1-2	0	
catches	1981-0-1-3	173	
catches	1981-0-1-4	0	
catches	1981-0-2-0	1630	
catches	1981-0-2-1	1307	
catches	1981-0-2-2	220	
catches	1981-0-2-3	1862	
catches	1981-0-2-4	407	
catches	1981-1-0-0	396	
catches	1981-1-0-1	150	
catches	1981-1-0-2	962	
catches	1981-1-0-3	774	
catches	1981-1-0-4	6	
catches	1981-1-1-0	0	
catches	1981-1-1-1	4317	
catches	1981-1-1-2	0	
catches	1981-1-1-3	95	
catches	1981-1-1-4	0	
catches	1981-1-2-0	889	
catches	1981-1-2-1	1307	
catches	1981-1-2-2	545	
catches	1981-1-2-3	1855	
catches	1981-1-2-4	404	
catches	1981-2-0-0	431	
catches	1981-2-0-1	88	
catches	1981-2-0-2	412	
catches	1981-2-0-3	851	
catches	1981-2-0-4	1	
catches	1981-2-1-0	0	
catches	1981-2-1-1	4441	
catches	1981-2-1-2	0	
catches	1981-2-1-3	58	
catches	1981-2-1-4	0	
catches	1981-2-2-0	1682	
catches	1981-2-2-1	1307	
catches	1981-2-2-2	8432	
catches	1981-2-2-3	1772	
catches	1981-2-2-4	407	
catches	1981-3-0-0	438	
catches	1981-3-0-1	534	
catches	1981-3-0-2	715	
catches	1981-3-0-3	676	
catches	1981-3-0-4	5	
catches	1981-3-1-0	0	
catches	1981-3-1-1	4691	
catches	1981-3-1-2	0	
catches	1981-3-1-3	88	
catches	1981-3-1-4	0	
catches	1981-3-2-0	1388	
catches	1981-3-2-1	1307	
catches	1981-3-2-2	894	
catches	1981-3-2-3	1739	
catches	1981-3-2-4	403	
catches	1982-0-0-0	985	
catches	1982-0-0-1	492	
catches	1982-0-0-2	901	
catches	1982-0-0-3	831	
catches	1982-0-0-4	2	
catches	1982-0-1-0	0	
catches	1982-0-1-1	3779	
catches	1982-0-1-2	0	
catches	1982-0-1-3	84	
catches	1982-0-1-4	0	
catches	1982-0-2-0	2329	
catches	1982-0-2-1	1239	
catches	1982-0-2-2	1961	
catches	1982-0-2-3	2316	
catches	1982-0-2-4	470	
catches	1982-1-0-0	600	
catches	1982-1-0-1	146	
catches	1982-1-0-2	1205	
catches	1982-1-0-3	1031	
catches	1982-1-0-4	3	
catches	1982-1-1-0	0	
catches	1982-1-1-1	4650	
catches	1982-1-1-2	0	
catches	1982-1-1-3	43	
catches	1982-1-1-4	0	
catches	1982-1-2-0	1439	
catches	1982-1-2-1	1221	
catches	1982-1-2-2	2395	
catches	1982-1-2-3	2308	
catches	1982-1-2-4	472	
catches	1982-2-0-0	600	
catches	1982-2-0-1	63	
catches	1982-2-0-2	511	
catches	1982-2-0-3	988	
catches	1982-2-0-4	3	
catches	1982-2-1-0	0	
catches	1982-2-1-1	3868	
catches	1982-2-1-2	0	
catches	1982-2-1-3	23	
catches	1982-2-1-4	0	
catches	1982-2-2-0	2291	
catches	1982-2-2-1	1216	
catches	1982-2-2-2	4162	
catches	1982-2-2-3	2197	
catches	1982-2-2-4	468	
catches	1982-3-0-0	1033	
catches	1982-3-0-1	659	
catches	1982-3-0-2	886	
catches	1982-3-0-3	761	
catches	1982-3-0-4	7	
catches	1982-3-1-0	0	
catches	1982-3-1-1	2977	
catches	1982-3-1-2	0	
catches	1982-3-1-3	35	
catches	1982-3-1-4	0	
catches	1982-3-2-0	2011	
catches	1982-3-2-1	1216	
catches	1982-3-2-2	2860	
catches	1982-3-2-3	2153	
catches	1982-3-2-4	468	
catches	1983-0-0-0	2526	
catches	1983-0-0-1	554	
catches	1983-0-0-2	308	
catches	1983-0-0-3	880	
catches	1983-0-0-4	2	
catches	1983-0-1-0	0	
catches	1983-0-1-1	6059	
catches	1983-0-1-2	0	
catches	1983-0-1-3	83	
catches	1983-0-1-4	0	
catches	1983-0-2-0	2145	
catches	1983-0-2-1	1168	
catches	1983-0-2-2	1841	
catches	1983-0-2-3	2245	
catches	1983-0-2-4	456	
catches	1983-1-0-0	2069	
catches	1983-1-0-1	151	
catches	1983-1-0-2	414	
catches	1983-1-0-3	1125	
catches	1983-1-0-4	2	
catches	1983-1-1-0	0	
catches	1983-1-1-1	5796	
catches	1983-1-1-2	0	
catches	1983-1-1-3	46	
catches	1983-1-1-4	0	
catches	1983-1-2-0	1214	
catches	1983-1-2-1	1141	
catches	1983-1-2-2	2265	
catches	1983-1-2-3	2237	
catches	1983-1-2-4	452	
catches	1983-2-0-0	1220	
catches	1983-2-0-1	55	
catches	1983-2-0-2	179	
catches	1983-2-0-3	1193	
catches	1983-2-0-4	1	
catches	1983-2-1-0	0	
catches	1983-2-1-1	3429	
catches	1983-2-1-2	0	
catches	1983-2-1-3	29	
catches	1983-2-1-4	0	
catches	1983-2-2-0	2216	
catches	1983-2-2-1	1138	
catches	1983-2-2-2	3990	
catches	1983-2-2-3	2129	
catches	1983-2-2-4	452	
catches	1983-3-0-0	4512	
catches	1983-3-0-1	748	
catches	1983-3-0-2	304	
catches	1983-3-0-3	844	
catches	1983-3-0-4	5	
catches	1983-3-1-0	0	
catches	1983-3-1-1	3994	
catches	1983-3-1-2	0	
catches	1983-3-1-3	41	
catches	1983-3-1-4	0	
catches	1983-3-2-0	1888	
catches	1983-3-2-1	1141	
catches	1983-3-2-2	2719	
catches	1983-3-2-3	2086	
catches	1983-3-2-4	453	
catches	1984-0-0-0	4091	
catches	1984-0-0-1	407	
catches	1984-0-0-2	342	
catches	1984-0-0-3	1032	
catches	1984-0-0-4	5	
catches	1984-0-1-0	0	
catches	1984-0-1-1	7921	
catches	1984-0-1-2	0	
catches	1984-0-1-3	167	
catches	1984-0-1-4	0	
catches	1984-0-2-0	2165	
catches	1984-0-2-1	819	
catches	1984-0-2-2	1506	
catches	1984-0-2-3	2223	
catches	1984-0-2-4	444	
catches	1984-1-0-0	5652	
catches	1984-1-0-1	158	
catches	1984-1-0-2	477	
catches	1984-1-0-3	1302	
catches	1984-1-0-4	13	
catches	1984-1-1-0	0	
catches	1984-1-1-1	5775	
catches	1984-1-1-2	0	
catches	1984-1-1-3	102	
catches	1984-1-1-4	0	
catches	1984-1-2-0	1193	
catches	1984-1-2-1	409	
catches	1984-1-2-2	1944	
catches	1984-1-2-3	2215	
catches	1984-1-2-4	435	
catches	1984-2-0-0	11614	
catches	1984-2-0-1	105	
catches	1984-2-0-2	205	
catches	1984-2-0-3	1429	
catches	1984-2-0-4	1	
catches	1984-2-1-0	0	
catches	1984-2-1-1	6634	
catches	1984-2-1-2	0	
catches	1984-2-1-3	31	
catches	1984-2-1-4	0	
catches	1984-2-2-0	2326	
catches	1984-2-2-1	323	
catches	1984-2-2-2	3725	
catches	1984-2-2-3	2103	
catches	1984-2-2-4	437	
catches	1984-3-0-0	18903	
catches	1984-3-0-1	1219	
catches	1984-3-0-2	342	
catches	1984-3-0-3	955	
catches	1984-3-0-4	1	
catches	1984-3-1-0	0	
catches	1984-3-1-1	11998	
catches	1984-3-1-2	0	
catches	1984-3-1-3	40	
catches	1984-3-1-4	0	
catches	1984-3-2-0	1873	
catches	1984-3-2-1	2132	
catches	1984-3-2-2	2413	
catches	1984-3-2-3	2059	
catches	1984-3-2-4	437	
catches	1985-0-0-0	8346	
catches	1985-0-0-1	637	
catches	1985-0-0-2	552	
catches	1985-0-0-3	1067	
catches	1985-0-0-4	1	
catches	1985-0-1-0	0	
catches	1985-0-1-1	11912	
catches	1985-0-1-2	0	
catches	1985-0-1-3	117	
catches	1985-0-1-4	0	
catches	1985-0-2-0	2348	
catches	1985-0-2-1	1386	
catches	1985-0-2-2	1873	
catches	1985-0-2-3	2327	
catches	1985-0-2-4	458	
catches	1985-1-0-0	9391	
catches	1985-1-0-1	372	
catches	1985-1-0-2	736	
catches	1985-1-0-3	1315	
catches	1985-1-0-4	6	
catches	1985-1-1-0	0	
catches	1985-1-1-1	9001	
catches	1985-1-1-2	0	
catches	1985-1-1-3	37	
catches	1985-1-1-4	0	
catches	1985-1-2-0	1293	
catches	1985-1-2-1	874	
catches	1985-1-2-2	2248	
catches	1985-1-2-3	2319	
catches	1985-1-2-4	466	
catches	1985-2-0-0	17654	
catches	1985-2-0-1	0	
catches	1985-2-0-2	317	
catches	1985-2-0-3	1436	
catches	1985-2-0-4	3	
catches	1985-2-1-0	0	
catches	1985-2-1-1	7587	
catches	1985-2-1-2	0	
catches	1985-2-1-3	78	
catches	1985-2-1-4	0	
catches	1985-2-2-0	2342	
catches	1985-2-2-1	159	
catches	1985-2-2-2	3802	
catches	1985-2-2-3	2203	
catches	1985-2-2-4	476	
catches	1985-3-0-0	24072	
catches	1985-3-0-1	736	
catches	1985-3-0-2	541	
catches	1985-3-0-3	998	
catches	1985-3-0-4	8	
catches	1985-3-1-0	0	
catches	1985-3-1-1	13670	
catches	1985-3-1-2	0	
catches	1985-3-1-3	48	
catches	1985-3-1-4	0	
catches	1985-3-2-0	1957	
catches	1985-3-2-1	1572	
catches	1985-3-2-2	2285	
catches	1985-3-2-3	2156	
catches	1985-3-2-4	461	
catches	1986-0-0-0	10804	
catches	1986-0-0-1	800	
catches	1986-0-0-2	418	
catches	1986-0-0-3	1185	
catches	1986-0-0-4	8	
catches	1986-0-1-0	0	
catches	1986-0-1-1	11852	
catches	1986-0-1-2	0	
catches	1986-0-1-3	47	
catches	1986-0-1-4	0	
catches	1986-0-2-0	211	
catches	1986-0-2-1	980	
catches	1986-0-2-2	2132	
catches	1986-0-2-3	2523	
catches	1986-0-2-4	460	
catches	1986-1-0-0	20886	
catches	1986-1-0-1	217	
catches	1986-1-0-2	561	
catches	1986-1-0-3	1437	
catches	1986-1-0-4	22	
catches	1986-1-1-0	0	
catches	1986-1-1-1	8092	
catches	1986-1-1-2	0	
catches	1986-1-1-3	19	
catches	1986-1-1-4	0	
catches	1986-1-2-0	1750	
catches	1986-1-2-1	939	
catches	1986-1-2-2	2997	
catches	1986-1-2-3	2514	
catches	1986-1-2-4	456	
catches	1986-2-0-0	18300	
catches	1986-2-0-1	77	
catches	1986-2-0-2	244	
catches	1986-2-0-3	1733	
catches	1986-2-0-4	3	
catches	1986-2-1-0	0	
catches	1986-2-1-1	9738	
catches	1986-2-1-2	0	
catches	1986-2-1-3	281	
catches	1986-2-1-4	0	
catches	1986-2-2-0	3407	
catches	1986-2-2-1	936	
catches	1986-2-2-2	3817	
catches	1986-2-2-3	2396	
catches	1986-2-2-4	455	
catches	1986-3-0-0	18784	
catches	1986-3-0-1	1083	
catches	1986-3-0-2	412	
catches	1986-3-0-3	1139	
catches	1986-3-0-4	3	
catches	1986-3-1-0	0	
catches	1986-3-1-1	15402	
catches	1986-3-1-2	0	
catches	1986-3-1-3	42	
catches	1986-3-1-4	0	
catches	1986-3-2-0	2676	
catches	1986-3-2-1	940	
catches	1986-3-2-2	1977	
catches	1986-3-2-3	2349	
catches	1986-3-2-4	455	
catches	1987-0-0-0	11592	
catches	1987-0-0-1	1009	
catches	1987-0-0-2	985	
catches	1987-0-0-3	1499	
catches	1987-0-0-4	3	
catches	1987-0-1-0	0	
catches	1987-0-1-1	13414	
catches	1987-0-1-2	0	
catches	1987-0-1-3	108	
catches	1987-0-1-4	0	
catches	1987-0-2-0	2638	
catches	1987-0-2-1	1423	
catches	1987-0-2-2	1916	
catches	1987-0-2-3	2575	
catches	1987-0-2-4	478	
catches	1987-1-0-0	19164	
catches	1987-1-0-1	712	
catches	1987-1-0-2	1329	
catches	1987-1-0-3	1503	
catches	1987-1-0-4	2	
catches	1987-1-1-0	0	
catches	1987-1-1-1	11562	
catches	1987-1-1-2	0	
catches	1987-1-1-3	37	
catches	1987-1-1-4	0	
catches	1987-1-2-0	1931	
catches	1987-1-2-1	956	
catches	1987-1-2-2	2287	
catches	1987-1-2-3	2566	
catches	1987-1-2-4	470	
catches	1987-2-0-0	26366	
catches	1987-2-0-1	10	
catches	1987-2-0-2	556	
catches	1987-2-0-3	2113	
catches	1987-2-0-4	2	
catches	1987-2-1-0	0	
catches	1987-2-1-1	8900	
catches	1987-2-1-2	0	
catches	1987-2-1-3	63	
catches	1987-2-1-4	0	
catches	1987-2-2-0	2353	
catches	1987-2-2-1	168	
catches	1987-2-2-2	3340	
catches	1987-2-2-3	2446	
catches	1987-2-2-4	470	
catches	1987-3-0-0	26712	
catches	1987-3-0-1	1202	
catches	1987-3-0-2	967	
catches	1987-3-0-3	1385	
catches	1987-3-0-4	5	
catches	1987-3-1-0	0	
catches	1987-3-1-1	8739	
catches	1987-3-1-2	0	
catches	1987-3-1-3	87	
catches	1987-3-1-4	0	
catches	1987-3-2-0	2070	
catches	1987-3-2-1	1500	
catches	1987-3-2-2	3982	
catches	1987-3-2-3	2398	
catches	1987-3-2-4	473	
catches	1988-0-0-0	9654	
catches	1988-0-0-1	2016	
catches	1988-0-0-2	2055	
catches	1988-0-0-3	1503	
catches	1988-0-0-4	11	
catches	1988-0-1-0	0	
catches	1988-0-1-1	18356	
catches	1988-0-1-2	0	
catches	1988-0-1-3	81	
catches	1988-0-1-4	0	
catches	1988-0-2-0	2729	
catches	1988-0-2-1	2858	
catches	1988-0-2-2	2081	
catches	1988-0-2-3	2613	
catches	1988-0-2-4	578	
catches	1988-1-0-0	14974	
catches	1988-1-0-1	195	
catches	1988-1-0-2	1717	
catches	1988-1-0-3	1507	
catches	1988-1-0-4	9	
catches	1988-1-1-0	0	
catches	1988-1-1-1	8886	
catches	1988-1-1-2	0	
catches	1988-1-1-3	74	
catches	1988-1-1-4	0	
catches	1988-1-2-0	1515	
catches	1988-1-2-1	449	
catches	1988-1-2-2	2886	
catches	1988-1-2-3	3181	
catches	1988-1-2-4	553	
catches	1988-2-0-0	32157	
catches	1988-2-0-1	3	
catches	1988-2-0-2	1043	
catches	1988-2-0-3	2044	
catches	1988-2-0-4	11	
catches	1988-2-1-0	0	
catches	1988-2-1-1	10913	
catches	1988-2-1-2	0	
catches	1988-2-1-3	51	
catches	1988-2-1-4	0	
catches	1988-2-2-0	2843	
catches	1988-2-2-1	196	
catches	1988-2-2-2	4714	
catches	1988-2-2-3	3186	
catches	1988-2-2-4	550	
catches	1988-3-0-0	37964	
catches	1988-3-0-1	366	
catches	1988-3-0-2	904	
catches	1988-3-0-3	1403	
catches	1988-3-0-4	11	
catches	1988-3-1-0	0	
catches	1988-3-1-1	20062	
catches	1988-3-1-2	0	
catches	1988-3-1-3	119	
catches	1988-3-1-4	4	
catches	1988-3-2-0	2364	
catches	1988-3-2-1	673	
catches	1988-3-2-2	3202	
catches	1988-3-2-3	2990	
catches	1988-3-2-4	550	
catches	1989-0-0-0	35463	
catches	1989-0-0-1	1106	
catches	1989-0-0-2	2626	
catches	1989-0-0-3	1635	
catches	1989-0-0-4	5	
catches	1989-0-1-0	0	
catches	1989-0-1-1	16189	
catches	1989-0-1-2	0	
catches	1989-0-1-3	108	
catches	1989-0-1-4	0	
catches	1989-0-2-0	5590	
catches	1989-0-2-1	1449	
catches	1989-0-2-2	6603	
catches	1989-0-2-3	4120	
catches	1989-0-2-4	615	
catches	1989-1-0-0	27480	
catches	1989-1-0-1	173	
catches	1989-1-0-2	2834	
catches	1989-1-0-3	1643	
catches	1989-1-0-4	22	
catches	1989-1-1-0	0	
catches	1989-1-1-1	12925	
catches	1989-1-1-2	0	
catches	1989-1-1-3	75	
catches	1989-1-1-4	0	
catches	1989-1-2-0	1324	
catches	1989-1-2-1	404	
catches	1989-1-2-2	1319	
catches	1989-1-2-3	3522	
catches	1989-1-2-4	607	
catches	1989-2-0-0	34900	
catches	1989-2-0-1	130	
catches	1989-2-0-2	998	
catches	1989-2-0-3	2275	
catches	1989-2-0-4	4	
catches	1989-2-1-0	0	
catches	1989-2-1-1	12720	
catches	1989-2-1-2	0	
catches	1989-2-1-3	30	
catches	1989-2-1-4	0	
catches	1989-2-2-0	1703	
catches	1989-2-2-1	356	
catches	1989-2-2-2	4541	
catches	1989-2-2-3	2850	
catches	1989-2-2-4	607	
catches	1989-3-0-0	31641	
catches	1989-3-0-1	1657	
catches	1989-3-0-2	1926	
catches	1989-3-0-3	1524	
catches	1989-3-0-4	18	
catches	1989-3-1-0	0	
catches	1989-3-1-1	15976	
catches	1989-3-1-2	0	
catches	1989-3-1-3	122	
catches	1989-3-1-4	0	
catches	1989-3-2-0	1544	
catches	1989-3-2-1	2063	
catches	1989-3-2-2	2441	
catches	1989-3-2-3	2961	
catches	1989-3-2-4	654	
recruits_deviation	1990	0	
catches	1990-0-0-0	27275	
catches	1990-0-0-1	2952	
catches	1990-0-0-2	2269	
catches	1990-0-0-3	1622	
catches	1990-0-0-4	62	
catches	1990-0-1-0	0	
catches	1990-0-1-1	14361	
catches	1990-0-1-2	0	
catches	1990-0-1-3	53	
catches	1990-0-1-4	0	
catches	1990-0-2-0	2494	
catches	1990-0-2-1	4062	
catches	1990-0-2-2	3006	
catches	1990-0-2-3	2764	
catches	1990-0-2-4	557	
catches	1990-1-0-0	24980	
catches	1990-1-0-1	0	
catches	1990-1-0-2	3846	
catches	1990-1-0-3	1631	
catches	1990-1-0-4	14	
catches	1990-1-1-0	0	
catches	1990-1-1-1	10876	
catches	1990-1-1-2	0	
catches	1990-1-1-3	132	
catches	1990-1-1-4	0	
catches	1990-1-2-0	1595	
catches	1990-1-2-1	167	
catches	1990-1-2-2	3394	
catches	1990-1-2-3	2844	
catches	1990-1-2-4	535	
catches	1990-2-0-0	29444	
catches	1990-2-0-1	0	
catches	1990-2-0-2	776	
catches	1990-2-0-3	2240	
catches	1990-2-0-4	5	
catches	1990-2-1-0	0	
catches	1990-2-1-1	13929	
catches	1990-2-1-2	0	
catches	1990-2-1-3	399	
catches	1990-2-1-4	0	
catches	1990-2-2-0	2414	
catches	1990-2-2-1	164	
catches	1990-2-2-2	5301	
catches	1990-2-2-3	2613	
catches	1990-2-2-4	537	
catches	1990-3-0-0	24803	
catches	1990-3-0-1	0	
catches	1990-3-0-2	2105	
catches	1990-3-0-3	1512	
catches	1990-3-0-4	9	
catches	1990-3-1-0	0	
catches	1990-3-1-1	21545	
catches	1990-3-1-2	0	
catches	1990-3-1-3	130	
catches	1990-3-1-4	0	
catches	1990-3-2-0	1990	
catches	1990-3-2-1	168	
catches	1990-3-2-2	3895	
catches	1990-3-2-3	2556	
catches	1990-3-2-4	534	
recruits_deviation	1991	0	
catches	1991-0-0-0	13758	
catches	1991-0-0-1	2376	
catches	1991-0-0-2	1158	
catches	1991-0-0-3	1680	
catches	1991-0-0-4	3	
catches	1991-0-1-0	0	
catches	1991-0-1-1	11275	
catches	1991-0-1-2	0	
catches	1991-0-1-3	70	
catches	1991-0-1-4	0	
catches	1991-0-2-0	2966	
catches	1991-0-2-1	1267	
catches	1991-0-2-2	3406	
catches	1991-0-2-3	3214	
catches	1991-0-2-4	631	
catches	1991-1-0-0	25648	
catches	1991-1-0-1	221	
catches	1991-1-0-2	2442	
catches	1991-1-0-3	1688	
catches	1991-1-0-4	10	
catches	1991-1-1-0	0	
catches	1991-1-1-1	14220	
catches	1991-1-1-2	0	
catches	1991-1-1-3	230	
catches	1991-1-1-4	0	
catches	1991-1-2-0	1926	
catches	1991-1-2-1	1267	
catches	1991-1-2-2	3959	
catches	1991-1-2-3	3253	
catches	1991-1-2-4	625	
catches	1991-2-0-0	34745	
catches	1991-2-0-1	21	
catches	1991-2-0-2	2255	
catches	1991-2-0-3	2354	
catches	1991-2-0-4	2	
catches	1991-2-1-0	0	
catches	1991-2-1-1	16070	
catches	1991-2-1-2	0	
catches	1991-2-1-3	60	
catches	1991-2-1-4	0	
catches	1991-2-2-0	2844	
catches	1991-2-2-1	1267	
catches	1991-2-2-2	6208	
catches	1991-2-2-3	3059	
catches	1991-2-2-4	627	
catches	1991-3-0-0	47822	
catches	1991-3-0-1	598	
catches	1991-3-0-2	3010	
catches	1991-3-0-3	1558	
catches	1991-3-0-4	12	
catches	1991-3-1-0	0	
catches	1991-3-1-1	16760	
catches	1991-3-1-2	0	
catches	1991-3-1-3	206	
catches	1991-3-1-4	6	
catches	1991-3-2-0	2404	
catches	1991-3-2-1	1267	
catches	1991-3-2-2	4551	
catches	1991-3-2-3	2985	
catches	1991-3-2-4	633	
recruits_deviation	1992	0	
catches	1992-0-0-0	34323	
catches	1992-0-0-1	2747	
catches	1992-0-0-2	2722	
catches	1992-0-0-3	1731	
catches	1992-0-0-4	8	
catches	1992-0-1-0	0	
catches	1992-0-1-1	13285	
catches	1992-0-1-2	0	
catches	1992-0-1-3	181	
catches	1992-0-1-4	3	
catches	1992-0-2-0	2678	
catches	1992-0-2-1	1376	
catches	1992-0-2-2	4131	
catches	1992-0-2-3	3693	
catches	1992-0-2-4	662	
catches	1992-1-0-0	40543	
catches	1992-1-0-1	255	
catches	1992-1-0-2	3351	
catches	1992-1-0-3	1740	
catches	1992-1-0-4	2	
catches	1992-1-1-0	0	
catches	1992-1-1-1	17499	
catches	1992-1-1-2	0	
catches	1992-1-1-3	177	
catches	1992-1-1-4	0	
catches	1992-1-2-0	1438	
catches	1992-1-2-1	1360	
catches	1992-1-2-2	4635	
catches	1992-1-2-3	6965	
catches	1992-1-2-4	652	
catches	1992-2-0-0	36141	
catches	1992-2-0-1	24	
catches	1992-2-0-2	2016	
catches	1992-2-0-3	2508	
catches	1992-2-0-4	6	
catches	1992-2-1-0	0	
catches	1992-2-1-1	9579	
catches	1992-2-1-2	0	
catches	1992-2-1-3	118	
catches	1992-2-1-4	1	
catches	1992-2-2-0	2593	
catches	1992-2-2-1	1360	
catches	1992-2-2-2	6684	
catches	1992-2-2-3	4068	
catches	1992-2-2-4	629	
catches	1992-3-0-0	39878	
catches	1992-3-0-1	691	
catches	1992-3-0-2	2711	
catches	1992-3-0-3	1589	
catches	1992-3-0-4	18	
catches	1992-3-1-0	0	
catches	1992-3-1-1	17247	
catches	1992-3-1-2	0	
catches	1992-3-1-3	480	
catches	1992-3-1-4	7	
catches	1992-3-2-0	2235	
catches	1992-3-2-1	1360	
catches	1992-3-2-2	5174	
catches	1992-3-2-3	2834	
catches	1992-3-2-4	628	
recruits_deviation	1993	0	
catches	1993-0-0-0	30858	
catches	1993-0-0-1	2897	
catches	1993-0-0-2	2969	
catches	1993-0-0-3	1744	
catches	1993-0-0-4	18	
catches	1993-0-1-0	0	
catches	1993-0-1-1	14746	
catches	1993-0-1-2	0	
catches	1993-0-1-3	158	
catches	1993-0-1-4	0	
catches	1993-0-2-0	3690	
catches	1993-0-2-1	1558	
catches	1993-0-2-2	5050	
catches	1993-0-2-3	4712	
catches	1993-0-2-4	882	
catches	1993-1-0-0	46103	
catches	1993-1-0-1	269	
catches	1993-1-0-2	3741	
catches	1993-1-0-3	1753	
catches	1993-1-0-4	11	
catches	1993-1-1-0	0	
catches	1993-1-1-1	14284	
catches	1993-1-1-2	0	
catches	1993-1-1-3	250	
catches	1993-1-1-4	0	
catches	1993-1-2-0	1999	
catches	1993-1-2-1	1558	
catches	1993-1-2-2	5798	
catches	1993-1-2-3	6542	
catches	1993-1-2-4	933	
catches	1993-2-0-0	45189	
catches	1993-2-0-1	25	
catches	1993-2-0-2	2175	
catches	1993-2-0-3	2561	
catches	1993-2-0-4	26	
catches	1993-2-1-0	0	
catches	1993-2-1-1	14120	
catches	1993-2-1-2	0	
catches	1993-2-1-3	187	
catches	1993-2-1-4	3	
catches	1993-2-2-0	3967	
catches	1993-2-2-1	1558	
catches	1993-2-2-2	8838	
catches	1993-2-2-3	4416	
catches	1993-2-2-4	880	
catches	1993-3-0-0	39575	
catches	1993-3-0-1	729	
catches	1993-3-0-2	2972	
catches	1993-3-0-3	1591	
catches	1993-3-0-4	27	
catches	1993-3-1-0	0	
catches	1993-3-1-1	14827	
catches	1993-3-1-2	0	
catches	1993-3-1-3	164	
catches	1993-3-1-4	0	
catches	1993-3-2-0	5167	
catches	1993-3-2-1	1558	
catches	1993-3-2-2	6598	
catches	1993-3-2-3	3993	
catches	1993-3-2-4	860	
recruits_deviation	1994	0	
catches	1994-0-0-0	23248	
catches	1994-0-0-1	2891	
catches	1994-0-0-2	4030	
catches	1994-0-0-3	1720	
catches	1994-0-0-4	5	
catches	1994-0-1-0	0	
catches	1994-0-1-1	18476	
catches	1994-0-1-2	0	
catches	1994-0-1-3	216	
catches	1994-0-1-4	3	
catches	1994-0-2-0	6770	
catches	1994-0-2-1	1713	
catches	1994-0-2-2	6422	
catches	1994-0-2-3	4684	
catches	1994-0-2-4	991	
catches	1994-1-0-0	39818	
catches	1994-1-0-1	268	
catches	1994-1-0-2	4774	
catches	1994-1-0-3	1732	
catches	1994-1-0-4	27	
catches	1994-1-1-0	0	
catches	1994-1-1-1	16602	
catches	1994-1-1-2	0	
catches	1994-1-1-3	47	
catches	1994-1-1-4	0	
catches	1994-1-2-0	6383	
catches	1994-1-2-1	1699	
catches	1994-1-2-2	7244	
catches	1994-1-2-3	4714	
catches	1994-1-2-4	973	
catches	1994-2-0-0	49756	
catches	1994-2-0-1	25	
catches	1994-2-0-2	3084	
catches	1994-2-0-3	2539	
catches	1994-2-0-4	18	
catches	1994-2-1-0	0	
catches	1994-2-1-1	18571	
catches	1994-2-1-2	0	
catches	1994-2-1-3	26	
